-5.5,1
-5.5,1
0.3,0.98
1.56125,0.96
0.6575,0.94
1.61875,0.92
1.025,0.9
0.90125,0.88
1.205,0.86
2.16375,0.84
1.47,0.82
1.56375,0.8
3.745,0.8
2.39875,0.78
1.55,0.76
2.40875,0.74
3.3375,0.72
3.135,0.7
1.94625,0.68
3.525,0.66
3.71875,0.64
3.05625,0.62
3.375,0.6
2.41,0.6
4.4825,0.58
5.605,0.56
4.01875,0.54
5.21375,0.52
4.78375,0.5
6.565,0.48
6.32875,0.46
5.66,0.44
5.91125,0.42
5.92625,0.4
6.705,0.4
5.6525,0.38
5.81,0.36
7.405,0.34
6.4625,0.32
6.90875,0.3
5.7175,0.28
6.19125,0.26
6.8475,0.24
7.14625,0.22
7.29875,0.2
7.44,0.2
6.86875,0.18
7.7875,0.16
7.755,0.14
8.70125,0.12
6.61875,0.1
6.86875,0.1
7.55375,0.1
6.36375,0.1
8.1175,0.1
6.81875,0.1
7.83,0.1
7.0975,0.1
7.93,0.1
6.4325,0.1
6.96875,0.1
6.43125,0.1
7.16,0.1
7.08,0.1
7.03375,0.1
5.91875,0.1
6.0575,0.1
4.365,0.1
6.61625,0.1
7.56625,0.1
6.16,0.1
7.015,0.1
6.79125,0.1
6.58,0.1
5.89875,0.1
6.785,0.1
6.085,0.1
5.5675,0.1
3.495,0.1
5.67125,0.1
5.25125,0.1
7.42125,0.1
5.77,0.1
5.49375,0.1
6.0875,0.1
6.23875,0.1
6.52875,0.1
6.865,0.1
6.59625,0.1
6.28,0.1
5.97875,0.1
6.94375,0.1
5.51625,0.1
6.24625,0.1
7.33625,0.1
6.0025,0.1
6.825,0.1
7.43,0.1
5.87875,0.1
5.435,0.1
7.065,0.1
6.46375,0.1
6.2275,0.1
6.37125,0.1
6.95625,0.1
9.245,0.1
6.065,0.1
7.27125,0.1
6.16375,0.1
6.235,0.1
6.78,0.1
7.42,0.1
7.69375,0.1
5.5625,0.1
6.64625,0.1
7.27125,0.1
6.1775,0.1
5.56,0.1
7.57875,0.1
6.71875,0.1
5.75125,0.1
6.07125,0.1
5.22,0.1
6.15875,0.1
6.9175,0.1
6.86,0.1
6.29875,0.1
6.955,0.1
6.48875,0.1
7.31875,0.1
6.49875,0.1
7.035,0.1
5.97875,0.1
4.635,0.1
